"MWG","NWG","KWG","MDIMC","NDIMC","MDIMA","NDIMB","KWI","VWM","VWN","STRM","STRN","SA","SB","Run"
128,128,16,8,8,16,32,2,1,2,1,1,1,1,1800.1925
128,128,16,8,8,16,32,2,1,4,0,0,1,1,1600.6825
128,128,16,8,8,16,32,2,1,4,0,1,1,1,1596.615
128,128,16,8,8,16,32,2,1,4,1,0,1,1,1676.99
128,128,16,8,8,16,32,2,1,4,1,1,1,1,1671.955
128,128,16,8,8,16,32,2,2,1,0,0,1,1,1355.895
128,128,16,8,8,16,32,2,2,1,0,1,1,1,1861.4925
128,128,16,8,8,16,32,2,2,1,1,0,1,1,1516.0175
128,128,16,8,8,16,32,2,2,1,1,1,1,1,1855.3325
128,128,16,8,8,16,32,2,2,2,0,0,1,1,1401.0775
128,128,16,8,8,16,32,2,2,2,0,1,1,1,1785.9375
128,128,16,8,8,16,32,2,2,2,1,0,1,1,1615.4075
128,128,16,8,8,16,32,2,2,2,1,1,1,1,1853.8075
128,128,16,8,8,16,32,2,2,4,0,0,1,1,1606.01
128,128,16,8,8,16,32,2,2,4,0,1,1,1,1584.1275
128,128,16,8,8,16,32,2,2,4,1,0,1,1,1660.2825
128,128,16,8,8,16,32,2,2,4,1,1,1,1,1628.875
128,128,16,8,8,16,32,2,4,1,0,0,1,1,1662.0275
128,128,16,8,8,16,32,2,4,1,0,1,1,1,1821.495
128,128,16,8,8,16,32,2,4,1,1,0,1,1,1725.185
128,128,16,8,8,16,32,2,4,1,1,1,1,1,1821.6
128,128,16,8,8,16,32,2,4,2,0,0,1,1,1603.49
128,128,16,8,8,16,32,2,4,2,0,1,1,1,1686.2525
128,128,16,8,8,16,32,2,4,2,1,0,1,1,1610.345
128,128,16,8,8,16,32,2,4,2,1,1,1,1,1674.13
128,128,16,8,8,16,32,2,4,4,0,0,1,1,1608.4725
128,128,16,8,8,16,32,2,4,4,0,1,1,1,1580.6075
128,128,16,8,8,16,32,2,4,4,1,0,1,1,1605.125
128,128,16,8,8,16,32,2,4,4,1,1,1,1,1585.3025
128,128,16,8,8,16,32,2,8,1,0,0,1,1,1751.385
128,128,16,8,8,16,32,2,8,1,0,1,1,1,1874.8725
128,128,16,8,8,16,32,2,8,1,1,0,1,1,1619.0025
128,128,16,8,8,16,32,2,8,1,1,1,1,1,1890.04
128,128,16,8,8,16,32,2,8,2,0,0,1,1,1686.99
128,128,16,8,8,16,32,2,8,2,0,1,1,1,1746.125
128,128,16,8,8,16,32,2,8,2,1,0,1,1,1673.07
128,128,16,8,8,16,32,2,8,2,1,1,1,1,1721.9525
128,128,16,8,8,16,32,2,8,4,0,0,1,1,1529.755
128,128,16,8,8,16,32,2,8,4,0,1,1,1,1539.1075
128,128,16,8,8,16,32,2,8,4,1,0,1,1,1525.1875
128,128,16,8,8,16,32,2,8,4,1,1,1,1,1536.0575
128,128,16,8,8,16,32,8,1,1,0,0,1,1,2407.9975
128,128,16,8,8,16,32,8,1,1,0,1,1,1,2383.58
128,128,16,8,8,16,32,8,1,1,1,0,1,1,2411.315
128,128,16,8,8,16,32,8,1,1,1,1,1,1,2383.545
128,128,16,8,8,16,32,8,1,2,0,0,1,1,2407.335
128,128,16,8,8,16,32,8,1,2,0,1,1,1,2394.775
128,128,16,8,8,16,32,8,1,2,1,0,1,1,2400.625
128,128,16,8,8,16,32,8,1,2,1,1,1,1,2398.665
128,128,16,8,8,16,32,8,1,4,0,0,1,1,2426.84
128,128,16,8,8,16,32,8,1,4,0,1,1,1,2429.5925
128,128,16,8,8,16,32,8,1,4,1,0,1,1,2405.795
128,128,16,8,8,16,32,8,1,4,1,1,1,1,2412.7025
128,128,16,8,8,16,32,8,2,1,0,0,1,1,2372.0125
128,128,16,8,8,16,32,8,2,1,0,1,1,1,2334.7125
128,128,16,8,8,16,32,8,2,1,1,0,1,1,2398.7175
128,128,16,8,8,16,32,8,2,1,1,1,1,1,2290.355
128,128,16,8,8,16,32,8,2,2,0,0,1,1,2353.5175
128,128,16,8,8,16,32,8,2,2,0,1,1,1,2336.0725
128,128,16,8,8,16,32,8,2,2,1,0,1,1,2376.8325
128,128,16,8,8,16,32,8,2,2,1,1,1,1,2346.4775
128,128,16,8,8,16,32,8,2,4,0,0,1,1,2363.445
128,128,16,8,8,16,32,8,2,4,0,1,1,1,2367.2825
128,128,16,8,8,16,32,8,2,4,1,0,1,1,2337.6275
128,128,16,8,8,16,32,8,2,4,1,1,1,1,2331.435
128,128,16,8,8,16,32,8,4,1,0,0,1,1,2356.56
128,128,16,8,8,16,32,8,4,1,0,1,1,1,2368.05
128,128,16,8,8,16,32,8,4,1,1,0,1,1,2343.905
128,128,16,8,8,16,32,8,4,1,1,1,1,1,2360.94
128,128,16,8,8,16,32,8,4,2,0,0,1,1,2365.41
128,128,16,8,8,16,32,8,4,2,0,1,1,1,2351.0475
128,128,16,8,8,16,32,8,4,2,1,0,1,1,2384.56
128,128,16,8,8,16,32,8,4,2,1,1,1,1,2354.3775
128,128,16,8,8,16,32,8,4,4,0,0,1,1,2358.0325
128,128,16,8,8,16,32,8,4,4,0,1,1,1,2350.1
128,128,16,8,8,16,32,8,4,4,1,0,1,1,2353.6175
128,128,16,8,8,16,32,8,4,4,1,1,1,1,2347.01
128,128,16,8,8,16,32,8,8,1,0,0,1,1,2356.7025
128,128,16,8,8,16,32,8,8,1,0,1,1,1,2356.075
128,128,16,8,8,16,32,8,8,1,1,0,1,1,2345.8025
128,128,16,8,8,16,32,8,8,1,1,1,1,1,2355.9775
128,128,16,8,8,16,32,8,8,2,0,0,1,1,2358.25
128,128,16,8,8,16,32,8,8,2,0,1,1,1,2355.9825
128,128,16,8,8,16,32,8,8,2,1,0,1,1,2347.6
128,128,16,8,8,16,32,8,8,2,1,1,1,1,2347.4575
128,128,16,8,8,16,32,8,8,4,0,0,1,1,2331.76
128,128,16,8,8,16,32,8,8,4,0,1,1,1,2328.6025
128,128,16,8,8,16,32,8,8,4,1,0,1,1,2333.87
128,128,16,8,8,16,32,8,8,4,1,1,1,1,2329.26
128,128,16,8,8,32,8,2,1,1,0,0,1,1,1413.625
128,128,16,8,8,32,8,2,1,1,0,1,1,1,1921.8725
128,128,16,8,8,32,8,2,1,1,1,0,1,1,1717.4275
128,128,16,8,8,32,8,2,1,1,1,1,1,1,1914.485
128,128,16,8,8,32,8,2,1,2,0,0,1,1,1503.29
128,128,16,8,8,32,8,2,1,2,0,1,1,1,1722.8825
128,128,16,8,8,32,8,2,1,2,1,0,1,1,1609.465
128,128,16,8,8,32,8,2,1,2,1,1,1,1,1807.2925
128,128,16,8,8,32,8,2,1,4,0,0,1,1,1601.055
128,128,16,8,8,32,8,2,1,4,0,1,1,1,1604.525
128,128,16,8,8,32,8,2,1,4,1,0,1,1,1670.2775
128,128,16,8,8,32,8,2,1,4,1,1,1,1,1678.1475
128,128,16,8,8,32,8,2,1,8,0,0,1,1,1432.3425
128,128,16,8,8,32,8,2,1,8,0,1,1,1,1292.47
128,128,16,8,8,32,8,2,1,8,1,0,1,1,1398.03
128,128,16,8,8,32,8,2,1,8,1,1,1,1,1404.26
128,128,16,8,8,32,8,2,2,1,0,0,1,1,1389.87
128,128,16,8,8,32,8,2,2,1,0,1,1,1,1900.6725
128,128,16,8,8,32,8,2,2,1,1,0,1,1,1494.68
128,128,16,8,8,32,8,2,2,1,1,1,1,1,1859.715
128,128,16,8,8,32,8,2,2,2,0,0,1,1,1411.925
128,128,16,8,8,32,8,2,2,2,0,1,1,1,1787.43
128,128,16,8,8,32,8,2,2,2,1,0,1,1,1603.68
128,128,16,8,8,32,8,2,2,2,1,1,1,1,1873.025
128,128,16,8,8,32,8,2,2,4,0,0,1,1,1621.3225
128,128,16,8,8,32,8,2,2,4,0,1,1,1,1590.8
128,128,16,8,8,32,8,2,2,4,1,0,1,1,1660.5675
128,128,16,8,8,32,8,2,2,4,1,1,1,1,1629.1675
128,128,16,8,8,32,8,2,2,8,0,0,1,1,1304.9225
128,128,16,8,8,32,8,2,2,8,0,1,1,1,1334.4925
128,128,16,8,8,32,8,2,2,8,1,0,1,1,1366.27
128,128,16,8,8,32,8,2,2,8,1,1,1,1,1275.4325
128,128,16,8,8,32,8,2,4,1,0,0,1,1,1692.73
128,128,16,8,8,32,8,2,4,1,0,1,1,1,1836.4325
128,128,16,8,8,32,8,2,4,1,1,0,1,1,1752.225
128,128,16,8,8,32,8,2,4,1,1,1,1,1,1831.3825
128,128,16,8,8,32,8,2,4,2,0,0,1,1,1618.3525
128,128,16,8,8,32,8,2,4,2,0,1,1,1,1689.515
128,128,16,8,8,32,8,2,4,2,1,0,1,1,1614.77
128,128,16,8,8,32,8,2,4,2,1,1,1,1,1686.4825
128,128,16,8,8,32,8,2,4,4,0,0,1,1,1604.5075
128,128,16,8,8,32,8,2,4,4,0,1,1,1,1588.245
128,128,16,8,8,32,8,2,4,4,1,0,1,1,1612.0975
128,128,16,8,8,32,8,2,4,4,1,1,1,1,1583.4925
128,128,16,8,8,32,8,2,4,8,0,0,1,1,1250.9725
128,128,16,8,8,32,8,2,4,8,0,1,1,1,1365.295
128,128,16,8,8,32,8,2,4,8,1,0,1,1,1249.44
128,128,16,8,8,32,8,2,4,8,1,1,1,1,1348.03
128,128,16,8,8,32,8,8,1,1,0,0,1,1,2417.42
128,128,16,8,8,32,8,8,1,1,0,1,1,1,2386.7
128,128,16,8,8,32,8,8,1,1,1,0,1,1,2412.4075
128,128,16,8,8,32,8,8,1,1,1,1,1,1,2384.635
128,128,16,8,8,32,8,8,1,2,0,0,1,1,2414.745
128,128,16,8,8,32,8,8,1,2,0,1,1,1,2396.1925
128,128,16,8,8,32,8,8,1,2,1,0,1,1,2396.305
128,128,16,8,8,32,8,8,1,2,1,1,1,1,2398.55
128,128,16,8,8,32,8,8,1,4,0,0,1,1,2431.2275
128,128,16,8,8,32,8,8,1,4,0,1,1,1,2426.8925
128,128,16,8,8,32,8,8,1,4,1,0,1,1,2413.32
128,128,16,8,8,32,8,8,1,4,1,1,1,1,2406.9475
128,128,16,8,8,32,8,8,1,8,0,0,1,1,2478.0975
128,128,16,8,8,32,8,8,1,8,0,1,1,1,2408.535
128,128,16,8,8,32,8,8,1,8,1,0,1,1,2457.6975
128,128,16,8,8,32,8,8,1,8,1,1,1,1,2403.385
128,128,16,8,8,32,8,8,2,1,0,0,1,1,2375.1375
128,128,16,8,8,32,8,8,2,1,0,1,1,1,2335.7525
128,128,16,8,8,32,8,8,2,1,1,0,1,1,2407.5775
128,128,16,8,8,32,8,8,2,1,1,1,1,1,2299.8875
128,128,16,8,8,32,8,8,2,2,0,0,1,1,2360.6475
128,128,16,8,8,32,8,8,2,2,0,1,1,1,2333.8875
128,128,16,8,8,32,8,8,2,2,1,0,1,1,2384.895
128,128,16,8,8,32,8,8,2,2,1,1,1,1,2352.305
128,128,16,8,8,32,8,8,2,4,0,0,1,1,2363.7725
128,128,16,8,8,32,8,8,2,4,0,1,1,1,2359.465
128,128,16,8,8,32,8,8,2,4,1,0,1,1,2336.995
128,128,16,8,8,32,8,8,2,4,1,1,1,1,2332.915
128,128,16,8,8,32,8,8,2,8,0,0,1,1,2418.2175
128,128,16,8,8,32,8,8,2,8,0,1,1,1,2383.075
128,128,16,8,8,32,8,8,2,8,1,0,1,1,2417.3725
128,128,16,8,8,32,8,8,2,8,1,1,1,1,2399.8575
128,128,16,8,8,32,8,8,4,1,0,0,1,1,2358.37
128,128,16,8,8,32,8,8,4,1,0,1,1,1,2372.6875
128,128,16,8,8,32,8,8,4,1,1,0,1,1,2345.585
128,128,16,8,8,32,8,8,4,1,1,1,1,1,2366.38
128,128,16,8,8,32,8,8,4,2,0,0,1,1,2369.0125
128,128,16,8,8,32,8,8,4,2,0,1,1,1,2354.8125
128,128,16,8,8,32,8,8,4,2,1,0,1,1,2390.4375
128,128,16,8,8,32,8,8,4,2,1,1,1,1,2356.8275
128,128,16,8,8,32,8,8,4,4,0,0,1,1,2363.145
128,128,16,8,8,32,8,8,4,4,0,1,1,1,2351.2175
128,128,16,8,8,32,8,8,4,4,1,0,1,1,2360.61
128,128,16,8,8,32,8,8,4,4,1,1,1,1,2351.82
128,128,16,8,8,32,8,8,4,8,0,0,1,1,2397.9525
128,128,16,8,8,32,8,8,4,8,0,1,1,1,2398.6175
128,128,16,8,8,32,8,8,4,8,1,0,1,1,2397.51
128,128,16,8,8,32,8,8,4,8,1,1,1,1,2383.61
128,128,16,8,8,32,16,2,1,1,0,0,1,1,1424.2225
128,128,16,8,8,32,16,2,1,1,0,1,1,1,1899.6725
128,128,16,8,8,32,16,2,1,1,1,0,1,1,1678.0875
128,128,16,8,8,32,16,2,1,1,1,1,1,1,1847.4775
128,128,16,8,8,32,16,2,1,2,0,0,1,1,1495.955
128,128,16,8,8,32,16,2,1,2,0,1,1,1,1701.7675
128,128,16,8,8,32,16,2,1,2,1,0,1,1,1614.645
128,128,16,8,8,32,16,2,1,2,1,1,1,1,1795.0625
128,128,16,8,8,32,16,2,1,4,0,0,1,1,1606.8075
128,128,16,8,8,32,16,2,1,4,0,1,1,1,1605.125
128,128,16,8,8,32,16,2,1,4,1,0,1,1,1665.16
128,128,16,8,8,32,16,2,1,4,1,1,1,1,1661.6775
128,128,16,8,8,32,16,2,1,8,0,0,1,1,1424.7075
128,128,16,8,8,32,16,2,1,8,0,1,1,1,1293.5225
128,128,16,8,8,32,16,2,1,8,1,0,1,1,1385.7875
128,128,16,8,8,32,16,2,1,8,1,1,1,1,1373.07
128,128,16,8,8,32,16,2,2,1,0,0,1,1,1386.3775
128,128,16,8,8,32,16,2,2,1,0,1,1,1,1860.06
128,128,16,8,8,32,16,2,2,1,1,0,1,1,1521.2
128,128,16,8,8,32,16,2,2,1,1,1,1,1,1844.715
128,128,16,8,8,32,16,2,2,2,0,0,1,1,1416.5925
128,128,16,8,8,32,16,2,2,2,0,1,1,1,1812.2475
128,128,16,8,8,32,16,2,2,2,1,0,1,1,1619.24
128,128,16,8,8,32,16,2,2,2,1,1,1,1,1835.62
128,128,16,8,8,32,16,2,2,4,0,0,1,1,1627.08
128,128,16,8,8,32,16,2,2,4,0,1,1,1,1615.8725
128,128,16,8,8,32,16,2,2,4,1,0,1,1,1663.995
128,128,16,8,8,32,16,2,2,4,1,1,1,1,1620.375
128,128,16,8,8,32,16,2,2,8,0,0,1,1,1315.8
128,128,16,8,8,32,16,2,2,8,0,1,1,1,1336.96
128,128,16,8,8,32,16,2,2,8,1,0,1,1,1331.2525
128,128,16,8,8,32,16,2,2,8,1,1,1,1,1249.09
128,128,16,8,8,32,16,2,4,1,0,0,1,1,1677.3575
128,128,16,8,8,32,16,2,4,1,0,1,1,1,1818.7575
128,128,16,8,8,32,16,2,4,1,1,0,1,1,1742.06
128,128,16,8,8,32,16,2,4,1,1,1,1,1,1838.87
128,128,16,8,8,32,16,2,4,2,0,0,1,1,1603.44
128,128,16,8,8,32,16,2,4,2,0,1,1,1,1681.68
128,128,16,8,8,32,16,2,4,2,1,0,1,1,1627.71
128,128,16,8,8,32,16,2,4,2,1,1,1,1,1685.5075
128,128,16,8,8,32,16,2,4,4,0,0,1,1,1607.3975
128,128,16,8,8,32,16,2,4,4,0,1,1,1,1597.88
128,128,16,8,8,32,16,2,4,4,1,0,1,1,1612.1175
128,128,16,8,8,32,16,2,4,4,1,1,1,1,1577.7425
128,128,16,8,8,32,16,2,4,8,0,0,1,1,1253.5175
128,128,16,8,8,32,16,2,4,8,0,1,1,1,1356.425
128,128,16,8,8,32,16,2,4,8,1,0,1,1,1239.67
128,128,16,8,8,32,16,2,4,8,1,1,1,1,1362.005
128,128,16,8,8,32,16,8,1,1,0,0,1,1,2413.26
128,128,16,8,8,32,16,8,1,1,0,1,1,1,2384.05
128,128,16,8,8,32,16,8,1,1,1,0,1,1,2414.155
128,128,16,8,8,32,16,8,1,1,1,1,1,1,2379.2825
128,128,16,8,8,32,16,8,1,2,0,0,1,1,2411.6825
128,128,16,8,8,32,16,8,1,2,0,1,1,1,2394.89
128,128,16,8,8,32,16,8,1,2,1,0,1,1,2395.415
128,128,16,8,8,32,16,8,1,2,1,1,1,1,2399.3575
128,128,16,8,8,32,16,8,1,4,0,0,1,1,2425.14
128,128,16,8,8,32,16,8,1,4,0,1,1,1,2426.6875
128,128,16,8,8,32,16,8,1,4,1,0,1,1,2410.1425
128,128,16,8,8,32,16,8,1,4,1,1,1,1,2409.2975
128,128,16,8,8,32,16,8,1,8,0,0,1,1,2473.0225
128,128,16,8,8,32,16,8,1,8,0,1,1,1,2393.0775
128,128,16,8,8,32,16,8,1,8,1,0,1,1,2447.8275
128,128,16,8,8,32,16,8,1,8,1,1,1,1,2404.1725
128,128,16,8,8,32,16,8,2,1,0,0,1,1,2373.5075
128,128,16,8,8,32,16,8,2,1,0,1,1,1,2333.0175
128,128,16,8,8,32,16,8,2,1,1,0,1,1,2397.8
128,128,16,8,8,32,16,8,2,1,1,1,1,1,2288.855
128,128,16,8,8,32,16,8,2,2,0,0,1,1,2342.8775
128,128,16,8,8,32,16,8,2,2,0,1,1,1,2338.5
128,128,16,8,8,32,16,8,2,2,1,0,1,1,2378.8775
128,128,16,8,8,32,16,8,2,2,1,1,1,1,2346.48
128,128,16,8,8,32,16,8,2,4,0,0,1,1,2366.3475
128,128,16,8,8,32,16,8,2,4,0,1,1,1,2365.8075
128,128,16,8,8,32,16,8,2,4,1,0,1,1,2336.9675
128,128,16,8,8,32,16,8,2,4,1,1,1,1,2332.3225
128,128,16,8,8,32,16,8,2,8,0,0,1,1,2415.3975
128,128,16,8,8,32,16,8,2,8,0,1,1,1,2380.5475
128,128,16,8,8,32,16,8,2,8,1,0,1,1,2419.5125
128,128,16,8,8,32,16,8,2,8,1,1,1,1,2394.0475
128,128,16,8,8,32,16,8,4,1,0,0,1,1,2359.005
128,128,16,8,8,32,16,8,4,1,0,1,1,1,2369.8425
128,128,16,8,8,32,16,8,4,1,1,0,1,1,2348.8675
128,128,16,8,8,32,16,8,4,1,1,1,1,1,2365.1475
128,128,16,8,8,32,16,8,4,2,0,0,1,1,2370.1575
128,128,16,8,8,32,16,8,4,2,0,1,1,1,2356.2625
128,128,16,8,8,32,16,8,4,2,1,0,1,1,2387.0225
128,128,16,8,8,32,16,8,4,2,1,1,1,1,2351.23
128,128,16,8,8,32,16,8,4,4,0,0,1,1,2357.995
128,128,16,8,8,32,16,8,4,4,0,1,1,1,2352.9875
128,128,16,8,8,32,16,8,4,4,1,0,1,1,2355.2225
128,128,16,8,8,32,16,8,4,4,1,1,1,1,2348.2125
128,128,16,8,8,32,16,8,4,8,0,0,1,1,2396.06
128,128,16,8,8,32,16,8,4,8,0,1,1,1,2400.8425
128,128,16,8,8,32,16,8,4,8,1,0,1,1,2391.01
128,128,16,8,8,32,16,8,4,8,1,1,1,1,2381.16
128,128,16,8,8,32,32,2,1,1,0,0,1,1,1401.035
128,128,16,8,8,32,32,2,1,1,0,1,1,1,1882.145
128,128,16,8,8,32,32,2,1,1,1,0,1,1,1718.5275
128,128,16,8,8,32,32,2,1,1,1,1,1,1,1846.0325
128,128,16,8,8,32,32,2,1,2,0,0,1,1,1488.5025
128,128,16,8,8,32,32,2,1,2,0,1,1,1,1708.9625
128,128,16,8,8,32,32,2,1,2,1,0,1,1,1620.5075
128,128,16,8,8,32,32,2,1,2,1,1,1,1,1794.3225
128,128,16,8,8,32,32,2,1,4,0,0,1,1,1611.4775
128,128,16,8,8,32,32,2,1,4,0,1,1,1,1598.2525
128,128,16,8,8,32,32,2,1,4,1,0,1,1,1674.605
128,128,16,8,8,32,32,2,1,4,1,1,1,1,1654.495
128,128,16,8,8,32,32,2,2,1,0,0,1,1,1376.4975
128,128,16,8,8,32,32,2,2,1,0,1,1,1,1869.435
128,128,16,8,8,32,32,2,2,1,1,0,1,1,1502.3175
128,128,16,8,8,32,32,2,2,1,1,1,1,1,1846.565
128,128,16,8,8,32,32,2,2,2,0,0,1,1,1402.215
128,128,16,8,8,32,32,2,2,2,0,1,1,1,1776.1525
128,128,16,8,8,32,32,2,2,2,1,0,1,1,1614.7975
128,128,16,8,8,32,32,2,2,2,1,1,1,1,1848.495
128,128,16,8,8,32,32,2,2,4,0,0,1,1,1611.71
128,128,16,8,8,32,32,2,2,4,0,1,1,1,1594.4275
128,128,16,8,8,32,32,2,2,4,1,0,1,1,1645.7025
128,128,16,8,8,32,32,2,2,4,1,1,1,1,1628.6275
128,128,16,8,8,32,32,2,4,1,0,0,1,1,1672.415
128,128,16,8,8,32,32,2,4,1,0,1,1,1,1833.675
128,128,16,8,8,32,32,2,4,1,1,0,1,1,1750.9775
128,128,16,8,8,32,32,2,4,1,1,1,1,1,1838.875
128,128,16,8,8,32,32,2,4,2,0,0,1,1,1606.4575
128,128,16,8,8,32,32,2,4,2,0,1,1,1,1698.305
128,128,16,8,8,32,32,2,4,2,1,0,1,1,1612.04
128,128,16,8,8,32,32,2,4,2,1,1,1,1,1664.9325
128,128,16,8,8,32,32,2,4,4,0,0,1,1,1612.9175
128,128,16,8,8,32,32,2,4,4,0,1,1,1,1593.0225
128,128,16,8,8,32,32,2,4,4,1,0,1,1,1610.6025
128,128,16,8,8,32,32,2,4,4,1,1,1,1,1585.47
128,128,16,8,8,32,32,8,1,1,0,0,1,1,2407.875
128,128,16,8,8,32,32,8,1,1,0,1,1,1,2383.9975
128,128,16,8,8,32,32,8,1,1,1,0,1,1,2410.01
128,128,16,8,8,32,32,8,1,1,1,1,1,1,2382.165
128,128,16,8,8,32,32,8,1,2,0,0,1,1,2406.5425
128,128,16,8,8,32,32,8,1,2,0,1,1,1,2394.4575
128,128,16,8,8,32,32,8,1,2,1,0,1,1,2394.5475
128,128,16,8,8,32,32,8,1,2,1,1,1,1,2398.89
128,128,16,8,8,32,32,8,1,4,0,0,1,1,2424.0575
128,128,16,8,8,32,32,8,1,4,0,1,1,1,2422.7625
128,128,16,8,8,32,32,8,1,4,1,0,1,1,2407.76
128,128,16,8,8,32,32,8,1,4,1,1,1,1,2406.78
128,128,16,8,8,32,32,8,2,1,0,0,1,1,2368.4875
128,128,16,8,8,32,32,8,2,1,0,1,1,1,2333.0425
128,128,16,8,8,32,32,8,2,1,1,0,1,1,2397.6725
128,128,16,8,8,32,32,8,2,1,1,1,1,1,2293.3425
128,128,16,8,8,32,32,8,2,2,0,0,1,1,2345.795
128,128,16,8,8,32,32,8,2,2,0,1,1,1,2329.2225
128,128,16,8,8,32,32,8,2,2,1,0,1,1,2376.1025
128,128,16,8,8,32,32,8,2,2,1,1,1,1,2348.83
128,128,16,8,8,32,32,8,2,4,0,0,1,1,2365.3575
128,128,16,8,8,32,32,8,2,4,0,1,1,1,2361.9225
128,128,16,8,8,32,32,8,2,4,1,0,1,1,2334.715
128,128,16,8,8,32,32,8,2,4,1,1,1,1,2331.2775
128,128,16,8,8,32,32,8,4,1,0,0,1,1,2350.56
128,128,16,8,8,32,32,8,4,1,0,1,1,1,2363.2975
128,128,16,8,8,32,32,8,4,1,1,0,1,1,2344.87
128,128,16,8,8,32,32,8,4,1,1,1,1,1,2363.9925
128,128,16,8,8,32,32,8,4,2,0,0,1,1,2370.375
128,128,16,8,8,32,32,8,4,2,0,1,1,1,2351.4775
128,128,16,8,8,32,32,8,4,2,1,0,1,1,2386.595
128,128,16,8,8,32,32,8,4,2,1,1,1,1,2349.2625
128,128,16,8,8,32,32,8,4,4,0,0,1,1,2355.21
128,128,16,8,8,32,32,8,4,4,0,1,1,1,2348.9375
128,128,16,8,8,32,32,8,4,4,1,0,1,1,2352.9
128,128,16,8,8,32,32,8,4,4,1,1,1,1,2351.5925
128,128,16,8,16,8,8,2,1,1,0,0,1,1,467.8175
128,128,16,8,16,8,8,2,1,1,0,1,1,1,645.985
128,128,16,8,16,8,8,2,1,1,1,0,1,1,476.73
128,128,16,8,16,8,8,2,1,1,1,1,1,1,644.7475
128,128,16,8,16,8,8,2,1,2,0,0,1,1,505.465
128,128,16,8,16,8,8,2,1,2,0,1,1,1,630.395
128,128,16,8,16,8,8,2,1,2,1,0,1,1,515.5575
128,128,16,8,16,8,8,2,1,2,1,1,1,1,666.0675
128,128,16,8,16,8,8,2,1,4,0,0,1,1,636.9575
128,128,16,8,16,8,8,2,1,4,0,1,1,1,639.215
128,128,16,8,16,8,8,2,1,4,1,0,1,1,673.445
128,128,16,8,16,8,8,2,1,4,1,1,1,1,641.7425
128,128,16,8,16,8,8,2,1,8,0,0,1,1,670.47
128,128,16,8,16,8,8,2,1,8,0,1,1,1,665.795
128,128,16,8,16,8,8,2,1,8,1,0,1,1,609.3725
128,128,16,8,16,8,8,2,1,8,1,1,1,1,605.7625
128,128,16,8,16,8,8,2,2,1,0,0,1,1,533.3125
128,128,16,8,16,8,8,2,2,1,0,1,1,1,746.0425
128,128,16,8,16,8,8,2,2,1,1,0,1,1,547.885
128,128,16,8,16,8,8,2,2,1,1,1,1,1,756.0375
128,128,16,8,16,8,8,2,2,2,0,0,1,1,504.0875
128,128,16,8,16,8,8,2,2,2,0,1,1,1,702.15
128,128,16,8,16,8,8,2,2,2,1,0,1,1,502.6475
128,128,16,8,16,8,8,2,2,2,1,1,1,1,704.1875
128,128,16,8,16,8,8,2,2,4,0,0,1,1,709.365
128,128,16,8,16,8,8,2,2,4,0,1,1,1,691.57
128,128,16,8,16,8,8,2,2,4,1,0,1,1,716.2425
128,128,16,8,16,8,8,2,2,4,1,1,1,1,731.2575
128,128,16,8,16,8,8,2,2,8,0,0,1,1,681.46
128,128,16,8,16,8,8,2,2,8,0,1,1,1,674.6775
128,128,16,8,16,8,8,2,2,8,1,0,1,1,723.625
128,128,16,8,16,8,8,2,2,8,1,1,1,1,729.17
128,128,16,8,16,8,8,2,4,1,0,0,1,1,643.9475
128,128,16,8,16,8,8,2,4,1,0,1,1,1,648.7
128,128,16,8,16,8,8,2,4,1,1,0,1,1,624.535
128,128,16,8,16,8,8,2,4,1,1,1,1,1,652.0025
128,128,16,8,16,8,8,2,4,2,0,0,1,1,698.915
128,128,16,8,16,8,8,2,4,2,0,1,1,1,704.055
128,128,16,8,16,8,8,2,4,2,1,0,1,1,687.3525
128,128,16,8,16,8,8,2,4,2,1,1,1,1,693.8525
128,128,16,8,16,8,8,2,4,4,0,0,1,1,672.5525
128,128,16,8,16,8,8,2,4,4,0,1,1,1,627.4375
128,128,16,8,16,8,8,2,4,4,1,0,1,1,668.9625
128,128,16,8,16,8,8,2,4,4,1,1,1,1,604.7825
128,128,16,8,16,8,8,2,4,8,0,0,1,1,647.48
128,128,16,8,16,8,8,2,4,8,0,1,1,1,646.375
128,128,16,8,16,8,8,2,4,8,1,0,1,1,643.4325
128,128,16,8,16,8,8,2,4,8,1,1,1,1,645.6775
128,128,16,8,16,8,8,2,8,1,0,0,1,1,662.2475
128,128,16,8,16,8,8,2,8,1,0,1,1,1,632.595
128,128,16,8,16,8,8,2,8,1,1,0,1,1,656.63
128,128,16,8,16,8,8,2,8,1,1,1,1,1,628.83
128,128,16,8,16,8,8,2,8,2,0,0,1,1,667.71
128,128,16,8,16,8,8,2,8,2,0,1,1,1,643.7975
128,128,16,8,16,8,8,2,8,2,1,0,1,1,654.915
128,128,16,8,16,8,8,2,8,2,1,1,1,1,632.6425
128,128,16,8,16,8,8,2,8,4,0,0,1,1,680.9675
128,128,16,8,16,8,8,2,8,4,0,1,1,1,684.5725
128,128,16,8,16,8,8,2,8,4,1,0,1,1,700.61
128,128,16,8,16,8,8,2,8,4,1,1,1,1,677.7275
128,128,16,8,16,8,8,2,8,8,0,0,1,1,676.0875
128,128,16,8,16,8,8,2,8,8,0,1,1,1,672.4275
128,128,16,8,16,8,8,2,8,8,1,0,1,1,667.7125
128,128,16,8,16,8,8,2,8,8,1,1,1,1,685.24
